/Forest 2.3
IndependentOnScreenStaticSprite 1:2920,280,0,0,3#Tileset5.png;214x54x232x71x80x80x0
IndependentOnScreenStaticSprite 1:680,600,0,0,3#Tileset5.png;107x144x121x161x80x80x0
IndependentOnScreenStaticSprite 1:3000,1160,0,0,3#Tileset5.png;35x91x51x108x80x80x0
ObjectsClearingZone 1:1880,1440,2320,320,0
ObjectsClearingZone 1:320,880,320,160,0
IndependentOnScreenStaticSprite 1:200,600,0,0,3#Tileset5.png;105x3x119x17x80x80x0
CameraFixationZone 1:320,800,320,320,320,400,0,0,0,1
IndependentOnScreenStaticSprite 1:2800,1400,0,0,3#Tileset5.png;25x114x33x124x480x400x0
IndependentOnScreenStaticSprite 1:2280,1400,0,0,3#Tileset5.png;25x114x33x124x560x400x0
IndependentOnScreenStaticSprite 1:1680,1400,0,0,3#Tileset5.png;25x114x33x124x640x400x0
IndependentOnScreenStaticSprite 1:1080,1400,0,0,3#Tileset5.png;25x114x33x124x560x400x0
IndependentOnScreenStaticSprite 1:840,1160,0,0,3#Tileset5.png;105x3x119x17x80x80x0
IndependentOnScreenStaticSprite 1:840,880,0,0,3#Tileset5.png;140x57x154x71x80x480x1
IndependentOnScreenStaticSprite 1:640,680,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:-40,920,0,0,3#Tileset5.png;122x57x136x71x400x80x1
IndependentOnScreenStaticSprite 1:240,1000,0,0,3#Tileset5.png;122x57x136x71x480x80x1
IndependentOnScreenStaticSprite 1:640,760,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:640,840,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:640,920,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:640,1000,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:640,1080,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:640,1160,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:640,1240,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:640,1320,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:640,1400,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:640,1480,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:640,1560,0,0,3#Tileset5.png;122x57x136x71x320x80x1
IndependentOnScreenStaticSprite 1:840,1360,0,0,3#Tileset5.png;3x113x18x127x80x320x1
RoundBox 1:590,368,-335,28,90,5,1,2#Tileset5.png;200x292x209x318x28x90x0
RoundBox 1:746,372,-20,30,91,5,1,2#Tileset5.png;208x281x215x301x30x91x0
Spider 1:710,270,0,100,57
Spider 1:690,220,0,100,57
Spider 1:700,340,0,100,57
RoundBox 1:671,372,0,112,10,5,0,2#Tileset5.png;200x292x205x318x112x10x0
Soldier 1:20,417
ObjectToBeCollected 1:666,390,100,43,35,2
IndependentOnScreenStaticSprite 1:2960,400,0,0,3#Tileset5.png;240x173x269x204x160x160x0
IndependentOnScreenStaticSprite 1:3140,380,0,0,3#Tileset5.png;153x120x209x153x200x120x0
RoundBox 1:3140,260,0,120,120,85,1,2#Tileset5.png;164x95x198x118x120x120x0
IndependentOnScreenStaticSprite 1:3540,380,0,0,3#Tileset5.png;136x183x183x214x200x120x0
IndependentOnScreenStaticSprite 1:3530,330,0,0,1#Tileset5.png;183x180x215x205x140x140x0
IndependentOnScreenStaticSprite 1:3180,440,0,0,3#Tileset5.png;120x34x142x50x280x80x1
IndependentOnScreenStaticSprite 1:3620,440,0,0,3#Tileset5.png;120x34x142x50x440x80x1
IndependentOnScreenStaticSprite 1:2920,840,0,0,3#Tileset5.png;194x74x210x91x80x80x0
IndependentOnScreenStaticSprite 1:2920,720,0,0,3#Tileset5.png;155x57x171x71x80x160x1
IndependentOnScreenStaticSprite 1:3520,840,0,0,3#Tileset5.png;118x75x143x91x1120x80x1
IndependentOnScreenStaticSprite 1:4160,840,0,0,3#Tileset5.png;118x75x134x91x160x80x1
IndependentOnScreenStaticSprite 1:4280,840,0,0,3#Tileset5.png;138x75x154x91x80x80x0
IndependentOnScreenStaticSprite 1:4280,680,0,0,3#Tileset5.png;140x57x154x71x80x240x1
IndependentOnScreenStaticSprite 1:4280,520,0,0,3#Tileset5.png;140x34x154x51x80x80x0
IndependentOnScreenStaticSprite 1:4160,480,0,0,3#Tileset5.png;238x172x269x203x160x160x0
IndependentOnScreenStaticSprite 1:4120,240,0,0,3#Tileset5.png;176x57x192x71x80x320x1
IndependentOnScreenStaticSprite 1:4120,-80,0,0,3#Tileset5.png;176x57x192x71x80x320x1
IndependentOnScreenStaticSprite 1:3040,718,0,0,3#Tileset5.png;238x171x268x202x160x166x0
IndependentOnScreenStaticSprite 1:2887,560,-180,0,3#Tileset5.png;237x172x269x203x160x160x0
IndependentOnScreenStaticSprite 1:3040,560,-90,0,3#Tileset5.png;239x172x269x203x160x160x0
IndependentOnScreenStaticSprite 1:3680,560,-180,0,3#Tileset5.png;239x174x270x203x160x160x0
IndependentOnScreenStaticSprite 1:3360,520,0,0,3#Tileset5.png;115x74x144x92x484x80x1
IndependentOnScreenStaticSprite 1:3360,760,0,0,3#Tileset5.png;120x33x143x51x480x80x1
IndependentOnScreenStaticSprite 1:3680,723,-270,0,3#Tileset5.png;239x172x269x203x166x164x0
IndependentOnScreenStaticSprite 1:3800,640,0,0,3#Tileset5.png;124x57x140x70x80x320x1
IndependentOnScreenStaticSprite 1:3880,640,0,0,3#Tileset5.png;124x57x140x70x80x320x1
IndependentOnScreenStaticSprite 1:3960,640,0,0,3#Tileset5.png;124x57x140x70x80x320x1
IndependentOnScreenStaticSprite 1:4040,280,0,0,3#Tileset5.png;124x57x140x70x80x400x1
IndependentOnScreenStaticSprite 1:4040,-120,0,0,3#Tileset5.png;124x57x140x70x80x400x1
IndependentOnScreenStaticSprite 1:4040,640,0,0,3#Tileset5.png;124x57x140x70x80x320x1
IndependentOnScreenStaticSprite 1:4120,680,0,0,3#Tileset5.png;124x57x140x70x80x240x1
IndependentOnScreenStaticSprite 1:4200,680,0,0,3#Tileset5.png;124x57x140x70x80x240x1
IndependentOnScreenStaticSprite 1:3922,401,-270,0,3#Tileset5.png;239x172x269x204x160x162x0
IndependentOnScreenStaticSprite 1:3960,2,0,0,3#Tileset5.png;155x57x170x71x80x640x1
IndependentOnScreenStaticSprite 1:2760,440,0,0,3#Tileset5.png;122x57x136x70x244x82x1
MessageAddingZone 10:-500,1000,1200,700,3,1,1,3000,0#%_en IF YOU DONT HAVE ENOUGH HEALTH YOU CAN USE A MEDICAL KIT. LONG PRESS ON THE ITEM FRAME ON THE UPPER SCREEN AREA TO OPEN THE INVENTORY. SELECT THE MEDICAL KIT OR A PAINKILLER. WHEN THE INVENTORY CLOSED USE A SHORT TAP ON THE SELECTED OBJECT TO RECOVERY YOUR HEALTH %_ru ЕСЛИ У ТЕБЯ МАЛО ЖИЗНЕЙ ТО ТЫ МОЖЕШЬ ВОСПОЛЬЗОВАТЬСЯ АПТЕЧКОЙ. ДОЛГИМ НАЖАТИЕМ НА РАМКУ НА ВЕРХНЕЙ ПАНЕЛИ ТЫ МОЖЕШЬ ОТКРЫТЬ СВОЙ ИНВЕНТАРЬ. ВЫБЕРИ В НЕМ АПТЕЧКУ ИЛИ ОБЕЗБОЛИВАЮЩЕЕ. ДАЛЕЕ КОРОТКИМ НАЖАТИЕМ НА АПТЕЧКУ ТЫ МОЖЕШЬ ВОСПОЛНИТЬ СВОЕ ЗДОРОВЬЕ %_ 
